track,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,,mode,speechiness,tempo,time_signature,track_href,,valence,,,
Hard To Love,0.0119,0.638,224293,0.722,6E9V9TRlVOLjenGjHemzEH,0.00808,9,0.189,-6.177,,1,0.0332,103.017,4,https://api.spotify.com/v1/tracks/6E9V9TRlVOLjenGjHemzEH,,0.469,,,
Payphone,0.0136,0.739,231386,0.756,1LmN9SSHISbtp9LoaR5ZVJ,0,4,0.37,-4.828,,1,0.0394,110.028,4,https://api.spotify.com/v1/tracks/1LmN9SSHISbtp9LoaR5ZVJ,,0.523,,,
Wide Awake,0.0749,0.514,220946,0.683,5JLv62qFIS1DR3zGEcApRt,2.64E-06,5,0.392,-5.099,,1,0.0367,159.814,4,https://api.spotify.com/v1/tracks/5JLv62qFIS1DR3zGEcApRt,,0.575,,,
Give Your Heart a Break,0.236,0.643,205346,0.695,3sP3c86WFjOzHHnbhhZcLA,0,6,0.145,-3.099,,1,0.0463,123.026,4,https://api.spotify.com/v1/tracks/3sP3c86WFjOzHHnbhhZcLA,,0.65,,,
Mercy,0.84,0.638,217120,0.367,2VIPU72L6tIR4w8J8ap6Kp,0,4,0.0999,-7.906,,1,0.0266,71.957,4,https://api.spotify.com/v1/tracks/2VIPU72L6tIR4w8J8ap6Kp,,0.219,,,
I Won't Give Up,0.694,0.585,240165,0.303,05pKAafT85jeeNhZ6kq7HT,0,4,0.115,-10.058,,1,0.0398,136.703,3,https://api.spotify.com/v1/tracks/05pKAafT85jeeNhZ6kq7HT,,0.142,,,
No Lie,0.0172,0.634,237826,0.665,6j9iyrrmqWlQZ5SD1hSTaq,0,6,0.365,-5.984,,0,0.176,131.108,4,https://api.spotify.com/v1/tracks/6j9iyrrmqWlQZ5SD1hSTaq,,0.611,,,
State Of Grace,0.000166,0.584,295186,0.834,5zyCYmiaVE5y26EZuwZbsw,0.00121,4,0.0906,-5.872,,1,0.0321,129.958,4,https://api.spotify.com/v1/tracks/5zyCYmiaVE5y26EZuwZbsw,,0.42,,,
Cowboys and Angels,0.245,0.355,227720,0.55,5ksoJlQJtduEkwQTo7UN7X,3.20E-05,10,0.0979,-5.772,,1,0.0285,73.842,4,https://api.spotify.com/v1/tracks/5ksoJlQJtduEkwQTo7UN7X,,0.26,,,
Where Have You Been,0.00201,0.719,242680,0.847,5WQQIDU3HRaMyPkob8mpFb,0.0204,0,0.221,-6.34,,0,0.0916,127.963,4,https://api.spotify.com/v1/tracks/5WQQIDU3HRaMyPkob8mpFb,,0.444,,,
We Are Young (feat. Janelle Monáe),0.02,0.378,250626,0.638,7a86XRg84qjasly9f6bPSD,7.66E-05,10,0.0849,-5.576,,1,0.075,184.086,4,https://api.spotify.com/v1/tracks/7a86XRg84qjasly9f6bPSD,,0.735,,,
What Makes You Beautiful,0.00761,0.729,198053,0.771,3SPDQfj2UfWq6A2NllZnzn,0,4,0.087,-2.451,,1,0.0725,125.011,4,https://api.spotify.com/v1/tracks/3SPDQfj2UfWq6A2NllZnzn,,0.873,,,
Heart Attack,0.0738,0.504,210840,0.785,1V6gIisPpYqgFeWbMLI0bA,0,8,0.239,-4.802,,1,0.104,173.968,4,https://api.spotify.com/v1/tracks/1V6gIisPpYqgFeWbMLI0bA,,0.502,,,
Glad You Came,0.0643,0.755,198186,0.838,3AGOgQzp0YcPH41u9p7dOp,1.59E-05,7,0.118,-4.5,,0,0.0687,126.877,4,https://api.spotify.com/v1/tracks/3AGOgQzp0YcPH41u9p7dOp,,0.473,,,
Drive By,0.00107,0.765,195973,0.837,0KAiuUOrLTIkzkpfpn9jb9,1.06E-05,1,0.0801,-3.113,,0,0.032,122.028,4,https://api.spotify.com/v1/tracks/0KAiuUOrLTIkzkpfpn9jb9,,0.721,,,
Starships,0.135,0.747,210626,0.716,1oHNvJVbFkexQc0BpQp7Y4,0,11,0.251,-2.457,,0,0.075,125.008,4,https://api.spotify.com/v1/tracks/1oHNvJVbFkexQc0BpQp7Y4,,0.751,,,
Wild Ones (feat. Sia),0.0991,0.608,232946,0.86,1NpW5kyvO4XrNJ3rnfcNy3,0,5,0.262,-5.324,,0,0.0554,127.075,4,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,,0.437,,,
"Work Hard, Play Hard",0.0409,0.787,219026,0.666,1ms5tNNdPouTtcD2oVF9Oz,1.91E-05,11,0.296,-4.475,,1,0.0485,140.008,4,https://api.spotify.com/v1/tracks/1ms5tNNdPouTtcD2oVF9Oz,,0.485,,,
Stronger (What Doesn't Kill You),0.046,0.562,221946,0.939,6D60klaHqbCl9ySc8VcRss,0,0,0.112,-4.282,,1,0.0475,116.044,4,https://api.spotify.com/v1/tracks/6D60klaHqbCl9ySc8VcRss,,0.684,,,
We Run The Night,0.00676,0.691,228200,0.846,0mtPNQl5vePVwiI9Vykp7L,0,9,0.289,-4.322,,0,0.174,127.011,4,https://api.spotify.com/v1/tracks/0mtPNQl5vePVwiI9Vykp7L,,0.704,,,
(Kissed You) Good Night,0.0807,0.523,232903,0.747,3d1Hbu6v1uJ2rTClxKYYRl,0,11,0.11,-6.125,,1,0.0292,118.97,4,https://api.spotify.com/v1/tracks/3d1Hbu6v1uJ2rTClxKYYRl,,0.294,,,
Drunk On You,0.178,0.558,213546,0.872,3b7CDTKB0SRTmQ6ytYi5vZ,0,9,0.173,-4.401,,1,0.0449,143.971,4,https://api.spotify.com/v1/tracks/3b7CDTKB0SRTmQ6ytYi5vZ,,0.472,,,
Brokenhearted,0.00765,0.765,227146,0.765,4urcG6Nfubqsuqy3juMjBi,3.82E-06,1,0.0527,-2.732,,0,0.0585,120.001,4,https://api.spotify.com/v1/tracks/4urcG6Nfubqsuqy3juMjBi,,0.886,,,
Feel So Close - Radio Edit,0.000972,0.707,206413,0.924,1gihuPhrLraKYrJMAEONyc,0.00703,7,0.204,-2.842,,1,0.031,127.937,4,https://api.spotify.com/v1/tracks/1gihuPhrLraKYrJMAEONyc,,0.919,,,
Even If It Breaks Your Heart,0.000159,0.667,220520,0.527,0Nu9WA8kEbBWEsay2s8Q0U,0.0117,0,0.0969,-4.6,,1,0.0277,104.032,4,https://api.spotify.com/v1/tracks/0Nu9WA8kEbBWEsay2s8Q0U,,0.664,,,
Springsteen,0.1,0.692,263386,0.809,05ZACkzW8YbRq3eFgIfSNB,9.77E-05,2,0.185,-5.935,,1,0.0255,104.023,4,https://api.spotify.com/v1/tracks/05ZACkzW8YbRq3eFgIfSNB,,0.927,,,
Part Of Me,0.000417,0.678,216160,0.918,1nZzRJbFvCEct3uzu04ZoL,0,5,0.0744,-4.63,,1,0.0355,130.028,4,https://api.spotify.com/v1/tracks/1nZzRJbFvCEct3uzu04ZoL,,0.769,,,
The Motto,0.000107,0.766,181573,0.442,4Kz4RdRCceaA9VgTqBhBfa,6.12E-05,1,0.111,-8.558,,1,0.356,201.8,4,https://api.spotify.com/v1/tracks/4Kz4RdRCceaA9VgTqBhBfa,,0.39,,,
Drank In My Cup,0.0114,0.451,232160,0.632,3m8CQnnfJJp4eQMWWl3zay,0,8,0.198,-7.98,,0,0.297,132.89,4,https://api.spotify.com/v1/tracks/3m8CQnnfJJp4eQMWWl3zay,,0.234,,,
Party Rock Anthem,0.0189,0.75,262173,0.727,0IkKz2J93C94Ei4BvDop7P,0,5,0.266,-4.21,,0,0.142,129.993,4,https://api.spotify.com/v1/tracks/0IkKz2J93C94Ei4BvDop7P,,0.359,,,
Take Care,0.0267,0.629,277386,0.515,124NFj84ppZ5pAxTuVQYCQ,1.22E-05,0,0.0888,-10.358,,0,0.265,121.845,4,https://api.spotify.com/v1/tracks/124NFj84ppZ5pAxTuVQYCQ,,0.299,,,
We Found Love,0.025,0.734,215226,0.766,6qn9YLKt13AGvpq9jfO8py,0.00138,1,0.108,-4.485,,1,0.0383,127.986,4,https://api.spotify.com/v1/tracks/6qn9YLKt13AGvpq9jfO8py,,0.6,,,
Set Fire to the Rain,0.00382,0.61,241693,0.683,3CKCZ9pfwAfoMZlMncA1Nc,1.79E-06,2,0.125,-3.879,,0,0.0253,108.003,4,https://api.spotify.com/v1/tracks/3CKCZ9pfwAfoMZlMncA1Nc,,0.466,,,
Somethin' 'Bout A Truck,0.0697,0.554,213826,0.794,6Ymvlzom4TQeoKqAWsZRD8,0,11,0.63,-5.417,,1,0.035,176.01,4,https://api.spotify.com/v1/tracks/6Ymvlzom4TQeoKqAWsZRD8,,0.79,,,
Rumour Has It,0.637,0.618,221426,0.753,76N7FdzCI9OsiUnzJVLY2m,0,7,0.0905,-5.05,,0,0.0451,120.041,4,https://api.spotify.com/v1/tracks/76N7FdzCI9OsiUnzJVLY2m,,0.557,,,
Sexy And I Know It,0.1,0.707,199480,0.861,0obBFrPYkSoBJbvHfUIhkv,0,7,0.191,-4.225,,1,0.316,130.021,4,https://api.spotify.com/v1/tracks/0obBFrPYkSoBJbvHfUIhkv,,0.795,,,
Moves Like Jagger - Studio Recording From The Voice Performance,0.0111,0.722,201160,0.758,7LcfRTgAVTs5pQGEQgUEzN,0,11,0.308,-4.477,,0,0.0471,128.047,4,https://api.spotify.com/v1/tracks/7LcfRTgAVTs5pQGEQgUEzN,,0.62,,,
Ass Back Home (feat. Neon Hitch),0.134,0.716,222213,0.838,3bfqkspKABT4pPicm6wC9F,0,10,0.148,-4.289,,1,0.0513,130.034,4,https://api.spotify.com/v1/tracks/3bfqkspKABT4pPicm6wC9F,,0.646,,,
"Young, Wild & Free (feat. Bruno Mars)",0.0525,0.715,207333,0.655,5HQVUIKwCEXpe7JIHyY734,0,0,0.115,-6.425,,1,0.137,95.078,4,https://api.spotify.com/v1/tracks/5HQVUIKwCEXpe7JIHyY734,,0.531,,,
Rack City,0.0471,0.927,203200,0.328,0srwKuJPH8yBzzFUJMBQM2,1.54E-05,1,0.12,-10.969,,1,0.374,98.95,4,https://api.spotify.com/v1/tracks/0srwKuJPH8yBzzFUJMBQM2,,0.22,,,
Domino,0.0115,0.757,231693,0.547,6MAdEUilV2p9RQUqE5bMAK,0,7,0.0445,-4.573,,1,0.0355,126.977,4,https://api.spotify.com/v1/tracks/6MAdEUilV2p9RQUqE5bMAK,,0.793,,,
International Love,0.0124,0.669,227280,0.855,62zFEHfAYl5kdHYOivj4BC,0,0,0.335,-3.035,,0,0.0499,120.045,4,https://api.spotify.com/v1/tracks/62zFEHfAYl5kdHYOivj4BC,,0.648,,,
A Thousand Years,0.309,0.421,285120,0.407,6lanRgr6wXibZr8KgzXxBl,0.000961,10,0.11,-7.445,,1,0.0267,139.028,3,https://api.spotify.com/v1/tracks/6lanRgr6wXibZr8KgzXxBl,,0.161,,,
It Will Rain,0.359,0.574,257847,0.824,4rMNgxEwGWoPHIUcvB5BrB,0,2,0.0816,-6.885,,1,0.0463,149.981,4,https://api.spotify.com/v1/tracks/4rMNgxEwGWoPHIUcvB5BrB,,0.434,,,
Ni**as In Paris,0.0763,0.757,219320,0.882,2KpCpk6HjXXLb7nnXoXA5O,0,1,0.251,-6.125,,1,0.248,140.047,4,https://api.spotify.com/v1/tracks/2KpCpk6HjXXLb7nnXoXA5O,,0.684,,,
Not Over You,0.255,0.63,218520,0.894,6j7hih15xG2cdYwIJnQXsq,0,10,0.181,-4.592,,1,0.0544,142.051,4,https://api.spotify.com/v1/tracks/6j7hih15xG2cdYwIJnQXsq,,0.364,,,
Someone Like You,0.892,0.559,285040,0.33,4kflIGfjdZJW4ot2ioixTB,0,9,0.0975,-8.251,,1,0.0285,135.109,4,https://api.spotify.com/v1/tracks/4kflIGfjdZJW4ot2ioixTB,,0.285,,,
Ours,0.537,0.608,237920,0.569,1EQn3Uc5AyUXoiPLeyCrrg,0,0,0.097,-7.227,,1,0.0284,159.845,4,https://api.spotify.com/v1/tracks/1EQn3Uc5AyUXoiPLeyCrrg,,0.238,,,
The One That Got Away,0.000802,0.687,227333,0.792,3oL3XRtkP1WVbMxf7dtTdu,0,1,0.2,-4.023,,0,0.0353,133.962,4,https://api.spotify.com/v1/tracks/3oL3XRtkP1WVbMxf7dtTdu,,0.864,,,
Bandz A Make Her Dance,0.00212,0.871,278826,0.743,7EZPH9Px3gXlxD5KJDwtwc,0,2,0.141,-5.442,,1,0.277,130.977,4,https://api.spotify.com/v1/tracks/7EZPH9Px3gXlxD5KJDwtwc,,0.576,,,
Love You Like A Love Song,0.0761,0.858,188453,0.678,0laYHRpNTS6i8FXdupHkJ4,0,1,0.0741,-3.87,,0,0.0469,117.009,4,https://api.spotify.com/v1/tracks/0laYHRpNTS6i8FXdupHkJ4,,0.922,,,
I Don't Want This Night To End,0.0275,0.616,219973,0.728,0cV4xwUA4ue2deqq4CZFko,0,9,0.228,-4.02,,0,0.0278,111.934,4,https://api.spotify.com/v1/tracks/0cV4xwUA4ue2deqq4CZFko,,0.375,,,
Stereo Hearts (feat. Adam Levine),0.0319,0.646,210960,0.795,0qOnSQQF0yzuPWsXrQ9paz,0,9,0.267,-3.293,,1,0.0976,89.99,4,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz,,0.796,,,
I Like It Like That,0.0308,0.742,188200,0.784,6eFahAdQgABBj1XOM99cBG,0,1,0.354,-5.458,,1,0.0552,101.002,4,https://api.spotify.com/v1/tracks/6eFahAdQgABBj1XOM99cBG,,0.65,,,
Just A Kiss,0.446,0.593,218840,0.639,2nRvKHh2mtOfIQ4jcAkP9q,0,1,0.0998,-5.826,,1,0.0307,142.881,4,https://api.spotify.com/v1/tracks/2nRvKHh2mtOfIQ4jcAkP9q,,0.332,,,
Runaway Baby,0.25,0.656,147746,0.767,5MMLS3xm12D7N26xlfFApr,0,11,0.114,-3.038,,1,0.0396,163.834,4,https://api.spotify.com/v1/tracks/5MMLS3xm12D7N26xlfFApr,,0.871,,,
All Your Life,0.227,0.536,231933,0.521,2khs94jHAVzUm3Pu4mAMmv,0,9,0.165,-5.373,,1,0.0261,131.937,4,https://api.spotify.com/v1/tracks/2khs94jHAVzUm3Pu4mAMmv,,0.455,,,
Brighter Than The Sun,0.00952,0.629,231213,0.793,5YTtTbqxUzJHD3CpbNHerP,1.14E-06,9,0.218,-5.942,,1,0.0346,95.983,4,https://api.spotify.com/v1/tracks/5YTtTbqxUzJHD3CpbNHerP,,0.587,,,
Give Me Everything,0.192,0.671,252306,0.939,4QNpBfC0zvjKqPJcyqBy9W,0,8,0.298,-3.206,,1,0.161,129.023,4,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W,,0.529,,,
Headlines,0.365,0.636,235986,0.566,6LxSe8YmdPxy095Ux6znaQ,0.000353,6,0.0917,-7.16,,0,0.106,151.894,4,https://api.spotify.com/v1/tracks/6LxSe8YmdPxy095Ux6znaQ,,0.425,,,
Pumped Up Kicks,0.145,0.733,239600,0.71,7w87IxuO7BDcJ3YUqCyMTT,0.115,5,0.0956,-5.849,,0,0.0292,127.975,4,https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT,,0.965,,,
You Make Me Feel... - feat. Sabi,0.0191,0.668,215693,0.857,16Of7eeW44kt0a1M0nitHM,6.71E-06,7,0.0385,-2.944,,0,0.0535,131.959,4,https://api.spotify.com/v1/tracks/16Of7eeW44kt0a1M0nitHM,,0.748,,,
Super Bass,0.269,0.72,200013,0.861,0iYebKFUSfF72fUu2OW6ZT,5.11E-06,11,0.601,-4.339,,1,0.209,126.991,4,https://api.spotify.com/v1/tracks/0iYebKFUSfF72fUu2OW6ZT,,0.669,,,
Country Girl (Shake It For Me),0.0293,0.645,225560,0.904,0yD66650JxhqKbW76C2qCo,0,2,0.0834,-4.532,,1,0.0462,105.97,4,https://api.spotify.com/v1/tracks/0yD66650JxhqKbW76C2qCo,,0.671,,,
God Gave Me You,0.00481,0.483,229533,0.844,0w9LJae3sVlZlH2CnxTInF,7.29E-05,2,0.405,-5.043,,1,0.0314,151.977,4,https://api.spotify.com/v1/tracks/0w9LJae3sVlZlH2CnxTInF,,0.543,,,
Sleazy REMIX 2.0 Get Sleazier,0.0172,0.698,293053,0.791,1zPDgF3K6QXcTopDB3SVg9,1.19E-05,6,0.0805,-5.655,,0,0.233,170.034,4,https://api.spotify.com/v1/tracks/1zPDgF3K6QXcTopDB3SVg9,,0.912,,,
If I Die Young,0.348,0.606,222773,0.497,4u26EevCNXMhlvE1xFBJwX,0,4,0.275,-6.611,,1,0.0277,130.739,4,https://api.spotify.com/v1/tracks/4u26EevCNXMhlvE1xFBJwX,,0.362,,,
Mr. Saxobeat - Radio Edit,0.0239,0.711,195280,0.928,4zIaXqKCXZs02eB6jEe5Mf,0.000278,11,0.133,-4.162,,0,0.0527,127.047,4,https://api.spotify.com/v1/tracks/4zIaXqKCXZs02eB6jEe5Mf,,0.745,,,
Country Must Be Country Wide,0.0249,0.409,214826,0.765,454JIJlQ8GvrCoBvSfq3KA,6.16E-06,11,0.104,-5.696,,1,0.0412,83.093,4,https://api.spotify.com/v1/tracks/454JIJlQ8GvrCoBvSfq3KA,,0.5,,,
Crazy Girl,0.0006,0.358,200706,0.708,1nVLAEzhBXMJLR5zAl90Nl,0.00498,4,0.281,-3.736,,1,0.0315,150.966,3,https://api.spotify.com/v1/tracks/1nVLAEzhBXMJLR5zAl90Nl,,0.227,,,
Lighters,0.343,0.651,303813,0.671,5zpDHEU12zATwLGvozxPw2,0,0,0.119,-8.183,,1,0.27,90.135,4,https://api.spotify.com/v1/tracks/5zpDHEU12zATwLGvozxPw2,,0.161,,,
How To Love,0.000177,0.644,240306,0.661,4aX4Oycsk1fhHIee1zqsDe,5.14E-06,11,0.108,-6.093,,1,0.0418,154.001,4,https://api.spotify.com/v1/tracks/4aX4Oycsk1fhHIee1zqsDe,,0.272,,,
Last Friday Night (T.G.I.F.),0.00125,0.649,230746,0.815,455AfCsOhhLPRc68sE01D8,4.31E-05,3,0.671,-3.796,,0,0.0415,126.03,4,https://api.spotify.com/v1/tracks/455AfCsOhhLPRc68sE01D8,,0.765,,,
Take A Back Road,0.183,0.581,209426,0.856,7B6m8tHAYZsOKOKMU5SR2n,0,3,0.0871,-4,,1,0.0783,169.902,4,https://api.spotify.com/v1/tracks/7B6m8tHAYZsOKOKMU5SR2n,,0.918,,,
I'm On One,0.058,0.508,296146,0.809,608a1wIsSd5KzMEqm1O7w3,0,11,0.608,-3.454,,0,0.292,149.999,4,https://api.spotify.com/v1/tracks/608a1wIsSd5KzMEqm1O7w3,,0.489,,,
The Edge Of Glory,0.000343,0.581,320586,0.772,0JNdS1n0ifOP25XvhwAMgM,0.0191,9,0.11,-6.544,,1,0.0401,127.952,4,https://api.spotify.com/v1/tracks/0JNdS1n0ifOP25XvhwAMgM,,0.361,,,
Barefoot Blue Jean Night,0.208,0.6,167426,0.808,3ts6xK5GzfMAAriT9AIBmP,0,4,0.196,-4.679,,1,0.0403,172.016,4,https://api.spotify.com/v1/tracks/3ts6xK5GzfMAAriT9AIBmP,,0.809,,,
Dirt Road Anthem,0.347,0.68,229400,0.741,2qYsSHsYkihWx043HVJQRV,1.87E-06,2,0.117,-5.055,,1,0.0357,127.024,4,https://api.spotify.com/v1/tracks/2qYsSHsYkihWx043HVJQRV,,0.635,,,
Motivation,0.176,0.721,231173,0.668,4Cv5dkUBqepa0siwGREihD,0.000104,9,0.0732,-5.561,,0,0.0505,140.919,4,https://api.spotify.com/v1/tracks/4Cv5dkUBqepa0siwGREihD,,0.271,,,
Just Can’t Get Enough,0.187,0.483,219426,0.648,3JA9Jsuxr4xgHXEawAdCp4,0,0,0.0812,-8.651,,0,0.327,93.939,4,https://api.spotify.com/v1/tracks/3JA9Jsuxr4xgHXEawAdCp4,,0.242,,,
E.T.,0.0181,0.62,229573,0.869,36ux3YuUsGTWPT8fXclS45,0,1,0.369,-5.252,,1,0.175,151.684,4,https://api.spotify.com/v1/tracks/36ux3YuUsGTWPT8fXclS45,,0.76,,,
She Ain't You,0.0341,0.634,248106,0.716,4QczAMpo49owCaNZgtoIvv,0,2,0.0877,-6.502,,1,0.128,91.039,4,https://api.spotify.com/v1/tracks/4QczAMpo49owCaNZgtoIvv,,0.619,,,
The Lazy Song,0.332,0.738,190213,0.804,1ExfPZEiahqhLyajhybFeS,0,11,0.279,-3.851,,1,0.0621,174.943,4,https://api.spotify.com/v1/tracks/1ExfPZEiahqhLyajhybFeS,,0.949,,,
Don't You Wanna Stay (with Kelly Clarkson),0.129,0.445,256440,0.631,7CZiLgkiVHhFcDkI2Y4lZ4,0,11,0.0911,-4.798,,1,0.0304,143.846,4,https://api.spotify.com/v1/tracks/7CZiLgkiVHhFcDkI2Y4lZ4,,0.152,,,
Honey Bee,0.00167,0.481,210720,0.849,0gY2iq0xJPRoIB1PScKSw4,1.49E-06,4,0.121,-5.131,,1,0.0385,205.57,4,https://api.spotify.com/v1/tracks/0gY2iq0xJPRoIB1PScKSw4,,0.723,,,
Sure Thing,0.0275,0.684,195373,0.603,0JXXNGljqupsJaZsgSbMZV,0.000311,11,0.191,-8.127,,0,0.0989,81,4,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,,0.504,,,
The Show Goes On,0.0189,0.591,239613,0.889,4NTWZqvfQTlOMitlVn6tew,0,7,0.155,-3.839,,1,0.115,143.067,4,https://api.spotify.com/v1/tracks/4NTWZqvfQTlOMitlVn6tew,,0.65,,,
Till the World Ends,0.0228,0.693,237946,0.705,38iU2jg98IZZEIJPrP7aWD,0,8,0.202,-5.747,,1,0.0665,131.951,4,https://api.spotify.com/v1/tracks/38iU2jg98IZZEIJPrP7aWD,,0.45,,,
Look At Me Now,0.0439,0.764,223933,0.694,7EKTo6rVJ3XSS7QTd6ep2j,3.67E-06,11,0.18,-5.745,,0,0.189,146.075,4,https://api.spotify.com/v1/tracks/7EKTo6rVJ3XSS7QTd6ep2j,,0.581,,,
F**k You,0.0294,0.685,184980,0.785,3I0QjddXdB9GLXGsKWCwt6,0,1,0.365,-8.135,,1,0.0311,120.048,4,https://api.spotify.com/v1/tracks/3I0QjddXdB9GLXGsKWCwt6,,0.898,,,
F**kin' Perfect,0.0383,0.575,213586,0.648,37Veo3TsREFZKvfZ0CaI4S,0,7,0.364,-4.747,,1,0.0333,92.021,4,https://api.spotify.com/v1/tracks/37Veo3TsREFZKvfZ0CaI4S,,0.494,,,
Firework,0.139,0.638,227880,0.826,4lCv7b86sLynZbXhfScfm2,0,8,0.0803,-4.968,,1,0.0479,124.072,4,https://api.spotify.com/v1/tracks/4lCv7b86sLynZbXhfScfm2,,0.649,,,
My Songs Know What You Did In The Dark (Light Em Up),0.0271,0.558,186826,0.924,7s0lDK7y3XLmI7tcsRAbW0,3.32E-06,9,0.537,-4.341,,0,0.064,151.99,4,https://api.spotify.com/v1/tracks/7s0lDK7y3XLmI7tcsRAbW0,,0.567,,,
S&M,0.0156,0.764,243533,0.673,2u02eLj96Atd6TBxkH9YvN,6.56E-05,1,0.195,-4.946,,1,0.0437,127.941,4,https://api.spotify.com/v1/tracks/2u02eLj96Atd6TBxkH9YvN,,0.8,,,
Inventing Shadows - The Voice Performance,0.0116,0.597,213040,0.786,2oc1Oh7ONhVDBTvwQy8xBx,0.000276,11,0.128,-6.233,,1,0.04,123.934,4,https://api.spotify.com/v1/tracks/2oc1Oh7ONhVDBTvwQy8xBx,,0.325,,,
Down On Me,0.0369,0.7,228453,0.598,0x3TibRgnSqzkcwrqBd4iX,0,2,0.111,-7.783,,1,0.114,160.041,4,https://api.spotify.com/v1/tracks/0x3TibRgnSqzkcwrqBd4iX,,0.594,,,
All Of The Lights,0.0796,0.541,299613,0.803,22L7bfCiAkJo5xGSQgmiIO,1.71E-05,1,0.176,-3.284,,1,0.0738,142.135,4,https://api.spotify.com/v1/tracks/22L7bfCiAkJo5xGSQgmiIO,,0.221,,,
Price Tag,0.0281,0.638,223053,0.831,5mvKuE9Lf9ARVXVXA32kK9,3.06E-06,5,0.277,-3.944,,1,0.182,175.038,4,https://api.spotify.com/v1/tracks/5mvKuE9Lf9ARVXVXA32kK9,,0.685,,,
Grenade,0.146,0.706,223253,0.558,2tJulUYLDKOg9XrtVkMgcJ,0,2,0.118,-7.237,,0,0.0593,110.443,4,https://api.spotify.com/v1/tracks/2tJulUYLDKOg9XrtVkMgcJ,,0.227,,,
A Little Bit Stronger,0.282,0.536,301986,0.65,5FIp4LrsffxiHLhmmpCbCx,1.16E-06,2,0.0876,-5.603,,1,0.0337,147.93,4,https://api.spotify.com/v1/tracks/5FIp4LrsffxiHLhmmpCbCx,,0.288,,,
Moment 4 Life,0.406,0.68,279306,0.882,0ConttVd0Ebk3dLNquOmh0,0,11,0.241,-3.883,,1,0.236,97.943,4,https://api.spotify.com/v1/tracks/0ConttVd0Ebk3dLNquOmh0,,0.386,,,
Tonight (I'm Lovin' You),0.0251,0.66,229552,0.884,3TcjniNswP1aG6v3EuRQL5,1.37E-05,5,0.223,-4.6,,0,0.046,126.008,4,https://api.spotify.com/v1/tracks/3TcjniNswP1aG6v3EuRQL5,,0.323,,,
6 Foot 7 Foot,0.000707,0.365,248586,0.751,0z5ZPs57J2KERwM1tBM2GF,0,2,0.318,-5.429,,1,0.304,79.119,4,https://api.spotify.com/v1/tracks/0z5ZPs57J2KERwM1tBM2GF,,0.604,,,
Hey Baby (Drop It to the Floor),0.0435,0.595,234453,0.913,3rfhI32Il2hVRKDkuGeeen,0,10,0.259,-3.428,,0,0.0884,128.021,4,https://api.spotify.com/v1/tracks/3rfhI32Il2hVRKDkuGeeen,,0.762,,,
Jar of Hearts,0.726,0.349,246587,0.348,0HZhYMZOcUzZKSFwPOti6m,0,3,0.12,-6.142,,1,0.0316,74.541,4,https://api.spotify.com/v1/tracks/0HZhYMZOcUzZKSFwPOti6m,,0.0886,,,
Raise Your Glass,0.00629,0.7,203333,0.695,12lZTPlXwUtrQuhEty6098,0,7,0.0319,-4.973,,1,0.0897,122.028,4,https://api.spotify.com/v1/tracks/12lZTPlXwUtrQuhEty6098,,0.633,,,
Dynamite,0.00332,0.754,203866,0.804,1DqdF42leyFIzqNDv9CjId,0,4,0.0329,-3.177,,1,0.0853,119.968,4,https://api.spotify.com/v1/tracks/1DqdF42leyFIzqNDv9CjId,,0.818,,,
Pretty Girl Rock,0.203,0.666,243920,0.87,2Adn2LNgkHMH5TelQVAu4n,0,11,0.0851,-5.004,,0,0.246,160.014,4,https://api.spotify.com/v1/tracks/2Adn2LNgkHMH5TelQVAu4n,,0.9,,,
No Hands (feat. Roscoe Dash and Wale),0.00544,0.76,263773,0.595,03tqyYWC9Um2ZqU0ZN849H,0,1,0.241,-6.366,,1,0.0391,131.497,4,https://api.spotify.com/v1/tracks/03tqyYWC9Um2ZqU0ZN849H,,0.361,,,
Stereo Love - Radio Edit,0.0399,0.775,185120,0.726,11Iv8RCFmeImLOpaHYxKb4,0.0235,9,0.11,-5.629,,1,0.0369,126.999,4,https://api.spotify.com/v1/tracks/11Iv8RCFmeImLOpaHYxKb4,,0.206,,,
Yeah 3x,0.000393,0.712,241666,0.889,5PypFTXJ4Ij2nMvxKRjjv2,1.08E-06,11,0.0907,-3.206,,0,0.0458,129.95,4,https://api.spotify.com/v1/tracks/5PypFTXJ4Ij2nMvxKRjjv2,,0.66,,,
Black And Yellow,0.0646,0.684,217666,0.834,5A6OHHy73AR5tLxgTc98zz,0,2,0.271,-4.524,,0,0.0675,164.02,4,https://api.spotify.com/v1/tracks/5A6OHHy73AR5tLxgTc98zz,,0.538,,,
Back To December,0.117,0.529,293026,0.67,3DrjZArsPsoqbLzUZZV1Id,0,2,0.334,-4.663,,1,0.0303,141.893,4,https://api.spotify.com/v1/tracks/3DrjZArsPsoqbLzUZZV1Id,,0.286,,,
